Id,MSSubClass,LotArea,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF2,TotalBsmtSF,SalePrice
616,60,7861,5,2002,2003,0,783,183200
617,45,7227,6,1954,1954,0,832,105500
618,20,11694,5,2007,2007,0,1822,314813
619,60,12244,5,2003,2003,0,1482,305000
620,30,8248,3,1914,1950,0,864,67000
621,60,10800,7,1974,1997,182,1522,240000
622,20,7064,6,1977,1977,0,980,135000
623,160,2117,5,2000,2000,0,756,168500
624,60,10400,5,1972,1972,0,732,165150
625,20,10000,6,1962,1962,0,1116,160000
626,20,12342,5,1960,1978,0,978,139900
627,80,9600,6,1955,1972,132,1156,153000
628,60,11606,5,1969,1969,0,1040,135000
629,80,9020,5,1964,1964,336,1248,168500
630,70,9000,6,1880,1991,0,636,124000
631,120,4590,5,2006,2006,0,1554,209500
632,20,11900,5,1977,1977,0,1386,82500
633,20,9250,7,1954,2005,468,1056,139400
634,90,6979,5,1980,1980,0,1056,144000
635,190,10896,7,1914,1995,0,1440,200000
636,30,6120,3,1936,1950,0,264,60000
637,190,6000,4,1954,1954,0,811,93000
638,30,8777,7,1910,1950,0,796,85000
639,120,3982,5,2006,2006,0,1520,264561
640,120,12677,5,2003,2004,0,1518,274000
641,60,7050,5,2001,2001,0,1057,226000
642,80,13860,7,1972,1995,0,1952,345000
643,60,10793,5,1969,1969,287,780,152000
644,20,9187,5,2009,2009,0,1766,370878
645,20,10530,5,1971,1971,35,981,143250
646,20,7200,5,1950,1950,0,0,98300
647,20,10452,5,1953,1953,0,1094,155000
648,60,7700,5,1966,1966,0,756,155000
649,180,1936,6,1970,1970,499,630,84500
650,60,8125,6,2007,2007,0,813,205950
651,70,9084,5,1940,1950,0,755,108000
652,60,8750,5,1996,1996,0,880,191000
653,50,10320,7,1906,1995,0,756,135000
654,20,10437,6,1995,1995,0,2109,350000
655,160,1680,5,1971,1971,0,525,88000
656,20,10007,7,1959,2006,0,1053,145500
657,70,7200,6,1931,2000,0,776,149000
658,50,17503,5,1948,1950,0,912,97500
659,20,9937,7,1964,1999,0,1486,167000
660,60,12384,7,1976,1976,0,793,197900
661,60,46589,7,1994,2005,180,1629,402000
662,20,13560,3,1968,1968,0,1392,110000
663,85,10012,5,1972,1972,180,1138,137500
664,20,20896,5,2005,2006,0,2077,423000
665,60,11194,5,2000,2000,0,1406,230500
666,60,18450,5,1965,1979,723,1021,129000
667,20,8125,5,1994,1998,0,1408,193500
668,20,14175,6,1956,1987,0,1188,168000
669,30,11600,5,1922,1950,0,700,137500
670,60,8633,5,2005,2005,0,738,173500
671,70,6629,6,1925,1950,0,672,103600
672,20,11250,6,1977,1977,0,1208,165000
673,20,14442,7,1957,2004,0,1477,257500
674,20,9200,6,1965,1965,0,1136,140000
675,160,2289,6,1978,1978,0,855,148500
676,70,9600,2,1900,1950,0,1095,87000
677,30,9022,8,1924,2006,0,768,109500
678,20,11844,5,2008,2008,0,2046,372500
679,20,9945,5,1961,1961,0,988,128500
680,120,8012,5,1980,1980,119,923,143000
681,50,4500,5,1932,2000,0,793,159434
682,120,2887,5,1996,1997,0,1291,173000
683,20,11248,5,2002,2002,0,1626,285000
684,60,16770,5,1998,1998,0,1195,221000
685,160,5062,5,1984,1984,182,1190,207500
686,60,10207,6,2007,2007,0,874,227875
687,160,5105,5,2004,2004,0,551,148800
688,20,8089,6,2007,2007,0,1419,392000
689,120,7577,5,2005,2006,0,1362,194700
690,120,4426,5,2004,2004,0,848,141000
691,60,21535,6,1994,1995,0,2444,755000
692,60,26178,5,1989,1990,0,1210,335000
693,30,5400,6,1921,1968,0,1073,108480
694,50,6120,6,1936,1950,0,927,141500
695,20,13811,6,1987,1987,40,1112,176000
696,30,6000,7,1921,1950,0,616,89000
697,20,6420,7,1952,1952,551,980,123500
698,20,8450,8,1965,2009,117,894,138500
699,120,4282,5,2004,2004,0,1391,196000
700,20,14331,5,2002,2002,0,1800,312500
701,20,9600,5,1969,1969,0,1164,140000
702,60,12438,5,2006,2006,0,1234,361919
703,190,7630,9,1900,1996,0,360,140000
704,20,8400,5,2004,2005,0,1473,213000
705,190,5600,5,1930,1950,0,0,55000
706,20,115149,5,1971,2002,0,1643,302000
707,120,6240,5,2006,2006,0,1324,254000
708,60,9018,5,2007,2007,0,728,179540
709,20,7162,7,1966,1966,0,876,109900
710,30,4130,6,1935,2003,0,270,52000
711,50,8712,7,1900,1950,0,859,102776
712,120,4671,5,1988,1989,0,1228,189000
713,190,9873,5,1970,1970,0,960,129000
714,60,13517,8,1976,2005,0,725,130500
715,20,10140,5,1974,1974,0,1064,165000
716,70,10800,8,1890,1998,0,718,159500
717,20,10000,6,1973,2000,0,1176,157000
718,60,10542,5,1993,1994,0,1311,341000
719,20,9920,6,1969,1969,0,971,128500
720,120,6563,5,1985,1985,0,1742,275000
721,120,4426,5,2004,2004,0,848,143000
722,20,8120,7,1970,1970,0,864,124500
723,50,8172,6,1954,1972,0,941,135000
724,20,13286,5,2007,2008,0,1698,320000
725,20,6960,6,1970,1970,239,864,120500
726,20,21695,9,1988,2007,0,880,222000
727,20,7314,5,2007,2007,0,1232,194500
728,90,11475,5,1958,1958,0,1584,110000
729,30,6240,5,1925,1950,0,780,103000
730,120,5389,5,1995,1996,0,1595,236500
731,80,9590,5,2003,2003,0,868,187500
732,60,11404,5,1998,1999,0,1153,222500
733,20,10000,6,1961,1983,0,864,131400
734,20,8978,5,1968,1968,0,948,108000
735,75,10800,7,1914,1970,0,880,163000
736,90,8544,4,1950,1950,0,0,93500
737,60,10463,5,2005,2005,0,893,239900
738,90,10800,5,1987,1988,0,1200,179000
739,60,9313,5,2004,2004,0,864,190000
740,70,9600,7,1910,2002,0,264,132000
741,20,6768,8,1961,1996,0,912,142000
742,20,8450,5,2000,2001,0,1349,179000
743,80,12886,6,1963,1999,0,520,175000
744,120,5395,5,1993,1993,0,1337,180000
745,60,8963,9,1976,1996,80,1142,299800
746,60,8795,5,2000,2000,0,952,236000
747,70,11700,7,1880,2003,0,1240,265979
748,20,10593,5,1996,1996,0,1720,260400
749,50,8405,3,1945,1950,0,0,98000
750,50,8800,7,1910,2004,0,576,96500
751,60,7750,5,2003,2003,0,660,162000
752,20,9236,5,1997,1997,0,1479,217000
753,60,10240,5,2005,2005,0,1030,275500
754,20,7930,8,1969,2005,472,1026,156000
755,160,3230,5,1999,1999,0,729,172500
756,60,10769,5,2007,2007,0,866,212000
757,60,11616,5,1978,1978,0,672,158900
758,160,2280,5,1999,1999,0,744,179400
759,60,12257,5,1995,1995,64,1318,290000
760,20,9100,6,1959,1959,0,864,127500
761,30,6911,5,1924,1950,0,1145,100000
762,60,8640,5,2009,2009,0,756,215200
763,60,9430,5,1999,1999,0,1252,337000
764,120,9549,5,1995,1996,1057,1494,270000
765,20,14587,5,2008,2008,0,1498,264132
766,60,10421,5,1988,1988,0,980,196500
767,50,12508,7,1940,1985,0,983,160000
768,20,9100,5,2004,2005,0,1860,216837
769,60,53504,5,2003,2003,0,1650,538000
770,85,7252,5,1982,1982,0,858,134900
771,20,8877,5,1951,1951,0,836,102000
772,80,7819,5,1976,1976,127,1029,107000
773,20,10150,5,1958,1958,0,912,114500
774,20,14226,5,2006,2006,0,1935,395000
775,120,4500,5,1998,1998,0,1204,162000
776,20,11210,5,2005,2006,0,1614,221500
777,20,13350,5,1974,1974,0,864,142500
778,90,8400,5,1977,1977,0,0,144000
779,90,10530,5,1977,1977,0,975,135000
780,20,7875,5,1995,1996,0,1237,176000
781,60,7153,5,1992,1992,0,761,175900
782,20,16285,5,2001,2002,0,1413,187100
783,85,9101,6,1978,1978,0,1097,165500
784,75,6300,6,1914,2001,0,742,128000
785,20,9790,5,1967,1967,630,1372,161500
786,50,10800,6,1915,1950,0,686,139000
787,60,10142,5,2004,2004,0,956,233000
788,20,6000,7,1954,2000,0,901,107900
789,60,12205,8,1966,2007,0,832,187500
790,120,3182,5,2005,2006,0,1145,160200
791,80,11333,5,1976,1976,0,1029,146800
792,60,9920,5,1996,1997,0,1117,269790
793,20,9158,5,2007,2007,0,1496,225000
794,60,10832,5,1994,1996,0,712,194500
795,60,8400,6,1980,1981,0,650,171000
796,20,8197,5,1977,1977,0,660,143500
797,20,7677,5,1953,1953,0,773,110000
798,60,13518,5,2008,2009,0,1926,485000
799,50,7200,7,1937,1950,0,731,175000
800,60,12798,5,1997,1997,0,616,200000
801,30,4800,7,1916,1990,0,1196,109900
802,60,8199,5,2005,2005,0,728,189000
803,60,13891,5,2008,2009,0,1734,582933
804,20,9000,5,1954,1954,0,936,118000
805,20,12274,5,2008,2008,0,1417,227680
806,80,9750,5,1967,1967,480,980,135500
807,70,21384,6,1923,2004,0,1324,223500
808,80,13400,5,1966,1966,128,1024,159950
809,75,8100,5,1898,1965,0,849,106000
810,20,10140,6,1974,1999,377,1040,181000
811,120,4438,5,2004,2004,0,848,144500
812,20,8712,5,1952,1952,0,540,55993
813,20,9750,6,1958,1958,0,1442,157900
814,50,8248,7,1918,1950,0,686,116000
815,20,12137,5,1998,1998,0,1649,224900
816,20,11425,6,1954,1954,0,1008,137000
817,20,13265,5,2002,2002,0,1568,271000
818,80,8816,7,1971,1971,0,1010,155000
819,120,6371,5,2009,2010,0,1358,224000
820,60,7226,5,2003,2003,0,798,183000
821,20,6000,4,1953,1953,0,936,93000
822,60,12394,5,2003,2003,0,847,225000
823,50,9900,7,1940,1950,0,778,139500
824,20,11216,5,2006,2006,0,1489,232600
825,20,14803,5,2007,2008,0,2078,385000
826,45,6130,6,1924,1950,0,784,109500
827,20,8529,5,2001,2001,0,1454,189000
828,60,28698,5,1967,1967,764,1013,185000
829,160,2544,5,2005,2005,0,600,147400
830,20,11900,5,1957,1957,0,1392,166000
831,160,3180,5,2005,2005,0,600,151000
832,60,9548,6,2003,2003,0,941,237000
833,20,10004,6,1964,1964,345,1516,167000
834,20,7875,6,1961,1961,0,1144,139950
835,20,9600,7,1950,1995,0,1067,128000
836,30,8100,6,1948,1973,0,1559,153500
837,160,1680,5,1973,1973,0,483,100000
838,20,9525,6,1995,2006,0,1099,144000
839,50,11767,6,1946,1995,0,768,130500
840,70,12155,8,1925,1950,0,672,140000
841,70,10440,8,1904,2002,0,650,157500
842,80,9020,7,1966,1966,539,1127,174900
843,90,8000,4,1961,1961,0,1800,141000
844,50,12665,8,1915,1950,0,876,153900
845,85,16647,5,1975,1981,0,1390,171000
846,60,9317,5,1993,1993,0,740,213000
847,20,15523,6,1972,1972,0,864,133500
848,50,45600,8,1908,1997,0,907,240000
849,80,9600,7,1976,1994,0,528,187000
850,120,4435,5,2003,2003,0,848,131500
851,120,3196,5,2003,2003,0,1273,215000
852,75,7128,5,1941,1950,0,918,164000
853,80,12095,6,1964,1964,0,1127,158000
854,20,17920,4,1955,1974,1085,1763,170000
855,20,6897,8,1962,2010,0,1040,127000
856,80,10970,6,1978,1978,435,940,147000
857,60,8125,5,1994,1995,0,702,174000
858,20,10400,5,1976,1976,0,1090,152000
859,60,11029,7,1968,1984,0,1054,250000
860,50,7642,8,1918,1998,0,912,189950
861,190,11625,4,1965,1965,0,1039,131500
862,20,9672,5,1984,1985,0,1040,152000
863,20,7931,5,1959,1959,0,1148,132500
864,20,8640,5,2007,2008,0,1372,250580
865,20,8750,6,1970,1970,0,1002,148500
866,20,10656,5,2006,2007,0,1638,248900
867,20,6970,5,1961,1961,0,1040,129000
868,60,14762,6,1948,1950,0,0,169000
869,60,9938,5,1993,1994,0,1050,236000
870,20,6600,5,1962,1962,0,894,109500
871,60,8750,5,1998,1998,0,804,200500
872,20,8892,7,1953,1996,0,105,116000
873,40,12144,7,1949,1950,0,832,133000
874,50,5720,6,1941,1950,0,676,66500
875,60,9000,5,2007,2007,0,1184,303477
876,20,25286,5,1963,1963,0,1064,132250
877,60,8834,5,2004,2005,0,1462,350000
878,85,11782,7,1961,1995,0,1109,148000
879,20,7000,8,1978,2005,0,864,136500
880,20,7024,5,2005,2006,0,1090,157000
881,50,13758,5,1990,1991,0,1156,187500
882,60,9636,5,1992,1993,0,808,178000
883,75,6204,5,1912,1950,0,795,118500
884,20,7150,5,1967,1967,0,892,100000
885,120,5119,5,1999,2000,0,1698,328900
886,90,8393,5,1959,2005,0,1626,145000
887,50,16466,7,1955,1955,0,816,135500
888,20,15865,6,1970,1970,823,2217,268000
889,20,12160,4,1953,1953,0,1505,149500
890,50,8064,7,1949,2006,0,672,122900
891,60,11184,5,1978,1978,500,918,172500
892,20,8414,8,1963,2003,0,1059,154500
893,20,13284,5,1954,1954,0,1383,165000
894,90,7018,5,1979,1979,0,0,118858
895,60,7056,5,1963,1963,0,780,140000
896,30,8765,6,1936,1950,0,951,106500
897,90,7018,5,1979,1979,0,0,142953
898,20,12919,5,2009,2010,0,2330,611657
899,20,6993,7,1961,1994,0,912,135000
900,20,7340,6,1971,1971,0,858,110000
901,20,8712,7,1957,2000,0,992,153000
902,60,7875,5,2003,2003,0,783,180000
903,20,14859,5,2006,2006,0,1670,240000
904,20,6173,6,1967,1967,0,876,125500
905,20,9920,5,1954,1954,290,1056,128000
906,20,13501,5,2006,2006,0,1623,255000
907,50,11500,7,1936,1987,0,1017,250000
908,20,8885,5,1983,1983,324,864,131000
909,60,12589,5,2005,2005,0,742,174000
910,90,11600,5,1960,1960,0,1105,154300
911,20,9286,7,1977,1989,0,1268,143500
912,30,6120,7,1925,1950,0,768,88000
913,90,6270,6,1949,1950,0,1001,145000
914,160,3000,5,2009,2009,0,612,173733
915,160,2001,5,1970,1970,0,546,75000
916,20,9000,3,1949,1950,0,480,35311
917,20,17140,6,1956,1956,0,1134,135000
918,60,13125,5,1991,1991,634,1104,238000
919,20,11029,8,1958,2002,411,1184,176500
920,60,8462,5,1994,1994,0,928,201000
921,90,8777,7,1900,2003,0,1272,145900
922,20,10237,5,2005,2006,0,1316,169990
923,120,8012,5,1993,1994,841,1604,193000
924,20,10240,6,1980,1980,1061,1686,207500
925,20,15611,6,1977,1977,93,1126,175000
926,60,11999,5,2003,2004,0,1181,285000
927,60,9900,5,1968,1968,0,832,176000
928,20,11838,5,2001,2001,0,1753,236500
929,60,13006,5,1997,1997,0,964,222000
930,20,8925,5,2007,2007,0,1466,201000
931,20,9100,6,1965,1965,466,925,117500
932,20,11670,5,2006,2006,0,1905,320000
933,20,8487,5,2004,2004,0,1500,190000
934,20,27650,7,1960,2007,0,585,242000
935,30,5825,5,1926,1953,0,600,79900
936,20,10083,5,2003,2003,0,1176,184900
937,60,9675,5,2005,2005,0,1113,253000
938,60,8760,5,2006,2006,0,1391,239799
939,70,24090,7,1940,1950,0,1032,244400
940,90,12640,5,1976,1976,396,1728,150900
941,60,8755,5,1999,1999,0,992,214000
942,90,7711,3,1977,1977,0,1440,150000
943,90,25000,4,1967,1967,0,1632,143000
944,20,14375,6,1958,1958,354,819,137500
945,50,8820,6,1890,1996,0,1088,124900
946,80,8163,6,1959,1959,294,1144,143000
947,20,14536,5,2002,2003,0,1616,270000
948,60,14006,5,2002,2002,0,936,192500
949,20,9360,7,1972,2006,0,1161,197500
950,20,7200,8,1950,2002,149,864,129000
951,20,7800,5,1965,1965,0,828,119900
952,85,7200,8,1972,2003,0,768,133900
953,60,11075,4,1969,1969,193,784,172000
954,90,9400,5,1975,1975,0,945,127500
955,90,7136,6,1946,1950,0,979,145000
956,160,1300,6,1980,1980,0,561,124000
957,20,7420,5,1962,1962,0,1057,132000
958,20,8450,5,2003,2003,0,1337,185000
959,160,2572,5,1999,1999,0,696,155000
960,20,7207,7,1958,2008,0,858,116500
961,60,12227,7,1977,1995,0,1330,272000
962,160,2308,6,1976,1976,0,804,155000
963,20,11923,5,2007,2007,0,1800,239000
964,60,11316,5,2002,2003,0,817,214900
965,60,10237,5,2005,2007,0,783,178900
966,50,9600,7,1940,1950,0,728,160000
967,20,7390,7,1955,1955,0,1098,135000
968,50,5925,6,1910,1950,0,600,37900
969,190,10382,5,1958,1958,0,588,140000
970,50,10800,4,1949,1950,0,720,135000
971,160,2268,5,2003,2004,0,764,173000
972,120,7892,5,1979,1979,0,918,99500
973,20,11639,5,2007,2008,0,1428,182000
974,70,11414,8,1910,1993,0,728,167500
975,160,2651,5,2000,2000,0,673,165000
976,30,5900,7,1923,1958,0,440,85500
977,120,4274,5,2006,2007,0,1241,199900
978,20,9450,5,1954,1954,0,894,110000
979,20,8816,6,1963,1963,0,1121,139000
980,85,12122,9,1961,2007,0,944,178400
981,60,12203,5,1998,1999,0,1225,336000
982,20,3182,5,2007,2007,0,1266,159895
983,60,11250,5,2002,2002,0,1128,255900
984,90,10125,5,1977,1977,0,0,126000
985,190,10880,5,1950,1950,0,1164,125000
986,50,5310,8,1910,2003,0,485,117000
987,20,10159,5,2009,2010,0,1930,395192
988,60,12046,6,1976,1976,0,848,195000
989,60,8125,5,2006,2006,0,770,197000
990,60,9452,5,1997,1998,0,1396,348000
991,70,17671,9,1882,1986,0,916,168000
992,60,9760,8,1964,1993,117,822,187000
993,60,8846,5,2005,2006,0,750,173900
994,20,12456,5,2006,2007,0,1700,337500
995,50,4712,7,1946,1950,0,747,121600
996,20,10659,6,1961,1961,0,1050,136500
997,20,11717,6,1970,1970,0,1442,185000
998,30,9786,4,1922,1950,0,1007,91000
999,20,6762,5,2006,2006,0,1187,206000
1000,20,10206,3,1952,1952,0,0,82000
1001,30,5400,6,1920,1950,0,691,86000
1002,20,11957,5,2006,2006,0,1574,232000
1003,90,11500,6,1976,1976,0,1680,136905
1004,120,3182,5,2005,2006,0,1346,181000
1005,80,8385,8,1977,1977,0,985,149900
1006,20,12155,3,1970,1970,0,1657,163500
1007,160,2217,4,1970,1970,273,546,88000
1008,20,12118,5,2004,2005,0,1710,240000
1009,50,6000,5,1926,1950,0,1008,102000
1010,50,21286,5,1948,1950,0,720,135000
1011,90,9825,5,1965,1965,0,0,100000
1012,70,10592,7,1923,1996,0,602,165000
1013,30,7200,4,1910,2006,465,1022,85000
1014,20,11664,5,1948,1950,0,1082,119200
1015,60,8400,6,2001,2001,0,810,227000
1016,20,11883,5,1996,1996,0,1504,203000
1017,120,5814,5,1984,1984,0,1220,187500
1018,80,10784,5,1991,1992,0,384,160000
1019,120,3013,5,2005,2005,0,1362,213490
1020,20,7024,5,2005,2005,0,1132,176000
1021,20,7406,5,2006,2006,0,1199,194000
1022,50,9439,5,1930,1950,0,912,87000
1023,120,3182,5,2005,2006,0,1346,191000
1024,20,15498,6,1976,1976,400,1565,287000
1025,20,7700,5,1972,1972,468,882,112500
1026,20,9300,5,1960,1960,0,1268,167500
1027,20,9520,5,2007,2008,0,1638,293077
1028,50,9492,5,1941,1950,41,768,105000
1029,160,1680,7,1972,1972,0,672,118000
1030,190,7082,8,1916,1995,0,686,160000
1031,75,15863,3,1920,1970,0,824,197000
1032,60,14541,7,1993,1993,0,1338,310000
1033,20,8125,5,2002,2002,0,1654,230000
1034,30,6305,7,1938,1950,0,920,119750
1035,20,11500,3,1957,1957,0,0,84000
1036,20,12898,5,2007,2008,0,1620,315500
1037,60,9240,5,2001,2002,0,1055,287000
1038,160,1533,6,1970,2008,0,546,97000
1039,180,1477,4,1970,1970,0,630,80000
1040,20,13125,4,1957,2000,682,1134,155000
1041,60,9130,8,1966,2000,64,800,173000
1042,120,5381,5,2005,2005,0,1306,196000
1043,60,11839,5,1990,1990,0,1475,262280
1044,20,9600,5,1981,1981,0,2524,278000
1045,20,13680,5,1955,1955,0,0,139600
1046,60,16056,5,2005,2006,0,1992,556581
1047,20,9245,5,1994,1995,0,990,145000
1048,20,21750,4,1960,2006,0,0,115000
1049,20,11100,7,1946,2006,0,0,84900
1050,20,8993,5,2007,2007,0,1302,176485
1051,20,11175,5,2007,2007,0,1316,200141
1052,60,9500,6,1964,1978,0,816,165000
1053,20,8562,6,1957,2002,0,1216,144500
1054,60,11367,5,2002,2002,0,1065,255000
1055,20,11361,5,1976,1976,0,1193,180000
1056,120,7052,5,2005,2005,0,1364,185850
1057,60,29959,6,1994,1994,0,973,248000
1058,60,11308,5,2008,2008,0,1104,335000
1059,50,11275,7,1932,1950,557,854,220000
1060,120,4920,5,2001,2001,0,1338,213500
1061,30,18000,4,1935,1950,0,894,81000
1062,190,13600,5,1900,1950,0,662,90000
1063,30,6000,6,1925,1980,0,1103,110500
1064,20,11000,6,1966,1966,230,1154,154000
1065,60,14000,5,1996,1997,0,1306,328000
1066,60,7837,7,1993,1994,0,799,178000
1067,60,9760,6,1964,1964,106,780,167900
1068,160,3964,4,1973,1973,0,942,151400
1069,45,9600,7,1949,2003,0,845,135000
1070,20,10152,5,1956,1956,0,1048,135000
1071,60,11700,6,1968,1968,0,727,154000
1072,50,7585,3,1948,1950,0,810,91500
1073,60,7950,6,1977,1977,0,690,159500
1074,20,8556,5,2006,2006,0,1240,194000
1075,70,13125,6,1940,1984,0,800,219500
1076,50,10800,8,1936,1989,0,796,170000
1077,20,15870,5,1969,1969,791,1096,138800
1078,120,4435,5,2004,2004,0,848,155900
1079,20,8775,5,1994,1994,0,990,126000
1080,20,11040,7,1971,2004,0,1258,145000
1081,20,7500,5,1963,1963,0,1040,133000
1082,20,8749,5,2002,2002,0,1459,192000
1083,20,8800,6,1964,1964,0,1251,160000
1084,60,13031,5,1995,1996,0,691,187500
1085,85,9069,6,1992,1992,0,936,147000
1086,160,1974,5,1973,1973,0,546,83500
1087,60,10574,5,2005,2006,0,1082,252000
1088,160,2522,5,2004,2004,0,970,137500
1089,120,3316,5,2005,2005,0,1247,197000
1090,90,8544,4,1950,1950,0,0,92900
1091,160,2160,5,1999,2000,0,600,160000
1092,50,8400,5,1925,1950,0,1181,136500
1093,20,9230,8,1965,1998,0,864,146000
1094,20,5868,7,1956,2000,240,936,129000
1095,20,9317,5,2006,2006,0,1314,176432
1096,70,6882,7,1914,2006,0,684,127000
1097,120,3696,5,1986,1986,0,1074,170000
1098,50,6000,6,1936,1950,0,672,128000
1099,20,11880,5,1978,1978,0,1271,157000
1100,30,8400,5,1920,1950,0,290,60000
1101,20,9758,5,1971,1971,287,950,119500
1102,20,7000,7,1960,2002,0,1010,135000
1103,20,8910,6,1959,1959,0,655,159500
1104,160,2016,5,1970,1970,0,630,106000
1105,60,12256,5,1994,1995,0,1463,325000
1106,20,10357,5,1990,1991,0,910,179900
1107,60,23257,5,2006,2006,0,868,274725
1108,60,8063,5,2000,2000,0,924,181000
1109,20,11362,5,2004,2005,0,1836,280000
1110,60,8000,5,1995,1996,0,773,188000
1111,60,10480,6,1976,1976,0,803,205000
1112,20,7100,7,1957,1957,0,816,129900
1113,20,8923,7,1953,2006,0,1008,134500
1114,20,5400,7,1954,2000,0,833,117000
1115,20,12085,5,2007,2007,0,1734,318000
1116,80,7750,5,2002,2002,0,408,184100
1117,20,9764,7,1967,2003,0,894,130000
1118,80,13825,6,1958,1987,0,533,140000
1119,20,7560,5,1959,1959,0,1040,133700
1120,30,8263,5,1920,1950,0,1012,118400
1121,20,10084,5,2005,2006,0,1552,212900
1122,20,8926,3,1956,1956,0,672,112000
1123,20,9405,9,1947,2008,0,698,118000
1124,80,9125,5,1992,1992,0,384,163900
1125,20,10434,5,1955,1955,0,1005,115000
1126,120,3684,5,2007,2007,0,1373,174000
1127,20,14572,5,2004,2004,0,1530,259000
1128,60,11796,5,2004,2005,0,847,215000
1129,90,7200,5,1980,1980,0,936,140000
1130,50,7804,3,1928,1950,0,1122,135000
1131,20,10712,5,1991,1992,0,974,93500
1132,70,9900,4,1880,1950,0,1008,117500
1133,60,9828,5,1995,1995,0,1128,239500
1134,60,8773,5,1997,1997,0,916,169000
1135,30,6180,5,1926,1950,0,960,102000
1136,50,9600,5,1950,1950,0,1032,119000
1137,50,6342,8,1875,1996,0,780,94000
1138,20,9819,5,1977,1977,0,1567,196000
1139,30,8731,5,1920,1950,0,915,144000
1140,20,7350,7,1951,1951,0,952,139000
1141,60,10304,7,1976,1976,0,780,197500
1142,60,9965,5,2006,2007,0,1466,424870
1143,20,9000,3,1959,1959,0,1006,80000
1144,190,12180,4,1941,1950,0,672,80000
1145,50,6240,6,1928,1950,0,1042,149000
1146,20,11200,5,1985,1985,0,1298,180000
1147,70,12000,7,1941,1950,0,704,174500
1148,50,5700,7,1926,1950,0,572,116900
1149,70,9000,9,1920,1988,0,650,143000
1150,20,8280,5,1950,1950,0,932,124000
1151,20,17755,4,1959,1959,0,1466,149900
1152,20,14115,7,1956,2004,547,1073,230000
1153,30,5890,8,1930,2007,0,816,120500
1154,60,13700,6,1965,1988,0,864,201800
1155,20,10768,8,1976,2004,0,1437,218000
1156,80,9350,8,1965,1999,0,1219,179900
1157,120,5001,5,2007,2008,0,1314,230000
1158,20,11932,5,2007,2008,0,1580,235128
1159,60,9120,6,1974,1974,0,901,185000
1160,160,2280,5,1978,1978,0,855,146000
1161,20,14778,7,1954,2006,0,1296,224000
1162,20,8724,5,1968,1968,0,894,129000
1163,90,12900,4,1969,1969,0,1198,108959
1164,80,16157,7,1978,1978,391,1360,194000
1165,20,9541,5,2009,2009,0,1502,233170
1166,20,10475,5,2008,2008,0,1694,245350
1167,60,10852,5,2000,2000,0,959,173000
1168,70,13728,7,1935,1986,0,1127,235000
1169,60,35760,5,1995,1996,0,1930,625000
1170,80,9880,6,1977,1977,0,1096,171000
1171,20,9120,6,1958,1958,0,1261,163000
1172,160,4017,5,2006,2007,0,625,171900
1173,50,18030,6,1946,1994,469,1598,200500
1174,70,16560,8,1932,1950,0,952,239000
1175,50,10678,5,1992,2000,0,1683,285000
1176,20,6951,5,1984,1985,0,876,119500
1177,50,3950,8,1926,2004,0,818,115000
1178,50,7681,6,1921,1950,0,731,154900
1179,20,8335,5,1954,1954,0,0,93000
1180,60,11170,5,1990,1991,0,1216,250000
1181,120,5587,5,2008,2008,0,1600,392500
1182,60,15623,5,1996,1996,0,2396,745000
1183,30,10800,6,1920,1950,0,1120,120000
1184,20,35133,4,1963,1963,0,1572,186700
1185,50,9738,7,1924,1950,0,784,104900
1186,190,10615,5,1900,1970,0,978,95000
1187,20,12461,5,1994,1995,0,1624,262000
1188,60,8935,5,2002,2002,0,831,195000
1189,60,7500,5,1999,1999,0,994,189000
1190,190,32463,4,1961,1975,0,1249,168000
1191,160,2645,5,1999,2000,0,776,174000
1192,50,9600,8,1925,1994,0,702,125000
1193,120,4500,5,1999,1999,0,1224,165000
1194,60,9364,7,1969,1969,0,663,158000
1195,60,8029,5,2005,2005,0,728,176000
1196,60,14054,5,2006,2006,0,879,219210
1197,75,8850,6,1916,1950,0,815,144000
1198,20,9100,5,2001,2001,0,1212,178000
1199,20,11235,5,1963,1979,0,1051,148000
1200,20,9353,5,1970,1970,0,864,116050
1201,60,10400,5,1998,1998,0,866,197900
1202,50,6000,8,1925,1997,0,884,117000
1203,20,9750,5,2000,2001,0,1630,213000
1204,20,10140,6,1975,1975,0,1056,153500
1205,20,14684,7,1990,1991,177,2158,271900
1206,20,8900,4,1966,1966,0,1056,107000
1207,20,9135,5,2003,2003,0,1682,200000
1208,20,7763,7,1962,1980,108,931,140000
1209,20,10182,5,2006,2006,0,1660,290000
1210,60,11218,5,1992,1992,0,1055,189000
1211,50,12134,7,1988,2005,0,559,164000
1212,30,9340,6,1941,1950,0,672,113000
1213,80,10246,9,1965,2001,0,648,145000
1214,85,10205,5,1962,1962,0,925,134500
1215,20,7094,5,1966,1966,374,894,125000
1216,90,8930,5,1978,1978,0,0,112000
1217,20,8640,5,2009,2009,0,1300,229456
1218,50,6240,5,1947,1950,0,0,80500
1219,160,1680,5,1971,1971,0,672,91500
1220,20,7800,5,1964,1964,600,912,115000
1221,20,8250,5,1968,1968,492,952,134000
1222,50,10496,6,1949,1950,0,1040,143000
1223,20,10680,3,1951,1951,0,2136,137900
1224,60,15384,5,2004,2005,0,788,184000
